Comunidades y Ciudades Autónomas;Sector económico;Periodo;Total
01 Andalucía;Industria;2019T3;24
01 Andalucía;Industria;2019T2;27,4
01 Andalucía;Industria;2019T1;28,4
01 Andalucía;Industria;2018T4;23,6
01 Andalucía;Industria;2018T3;27,7
01 Andalucía;Industria;2018T2;23,2
01 Andalucía;Industria;2018T1;20,9
01 Andalucía;Industria;2017T4;26,5
01 Andalucía;Industria;2017T3;27,1
01 Andalucía;Industria;2017T2;27,6
01 Andalucía;Industria;2017T1;22,9
01 Andalucía;Industria;2016T4;30,4
01 Andalucía;Industria;2016T3;31,3
01 Andalucía;Industria;2016T2;29,1
01 Andalucía;Industria;2016T1;29,7
01 Andalucía;Industria;2015T4;29,4
01 Andalucía;Industria;2015T3;24,7
01 Andalucía;Industria;2015T2;24,9
01 Andalucía;Industria;2015T1;26,2
01 Andalucía;Industria;2014T4;28,4
01 Andalucía;Industria;2014T3;36,4
01 Andalucía;Industria;2014T2;31,3
01 Andalucía;Industria;2014T1;35,7
01 Andalucía;Industria;2013T4;37
01 Andalucía;Industria;2013T3;42,1
01 Andalucía;Industria;2013T2;38,6
01 Andalucía;Industria;2013T1;44,8
01 Andalucía;Industria;2012T4;45,6
01 Andalucía;Industria;2012T3;51
01 Andalucía;Industria;2012T2;46,4
01 Andalucía;Industria;2012T1;38,4
01 Andalucía;Industria;2011T4;38,1
01 Andalucía;Industria;2011T3;37,7
01 Andalucía;Industria;2011T2;36,5
01 Andalucía;Industria;2011T1;40,5
01 Andalucía;Industria;2010T4;36
01 Andalucía;Industria;2010T3;38,1
01 Andalucía;Industria;2010T2;36,8
01 Andalucía;Industria;2010T1;41,3
01 Andalucía;Industria;2009T4;44,1
01 Andalucía;Industria;2009T3;46,9
01 Andalucía;Industria;2009T2;51,3
01 Andalucía;Industria;2009T1;46,9
01 Andalucía;Industria;2008T4;42,9
01 Andalucía;Industria;2008T3;37,8
01 Andalucía;Industria;2008T2;31,1
01 Andalucía;Industria;2008T1;29,6
01 Andalucía;Construcción;2024T4;26,4
01 Andalucía;Construcción;2024T3;20,6
01 Andalucía;Construcción;2024T2;21,3
01 Andalucía;Construcción;2024T1;35,3
01 Andalucía;Construcción;2023T4;23,9
01 Andalucía;Construcción;2023T3;25,8
01 Andalucía;Construcción;2023T2;25,7
01 Andalucía;Construcción;2023T1;32
01 Andalucía;Construcción;2022T4;32,7
01 Andalucía;Construcción;2022T3;24,8
01 Andalucía;Construcción;2022T2;31,1
01 Andalucía;Construcción;2022T1;26,4
01 Andalucía;Construcción;2021T4;38,2
01 Andalucía;Construcción;2021T3;41,7
01 Andalucía;Construcción;2021T2;34,6
01 Andalucía;Construcción;2021T1;33,2
01 Andalucía;Construcción;2020T4;34
01 Andalucía;Construcción;2020T3;41
01 Andalucía;Construcción;2020T2;31,8
01 Andalucía;Construcción;2020T1;38,2
01 Andalucía;Construcción;2019T4;37,5
01 Andalucía;Construcción;2019T3;35,9
01 Andalucía;Construcción;2019T2;35,6
01 Andalucía;Construcción;2019T1;38,1
01 Andalucía;Construcción;2018T4;30,7
01 Andalucía;Construcción;2018T3;38,4
01 Andalucía;Construcción;2018T2;31,2
01 Andalucía;Construcción;2018T1;37,5
01 Andalucía;Construcción;2017T4;36,7
01 Andalucía;Construcción;2017T3;40,6
01 Andalucía;Construcción;2017T2;37,5
01 Andalucía;Construcción;2017T1;46,8
01 Andalucía;Construcción;2016T4;54,9
01 Andalucía;Construcción;2016T3;50,9
01 Andalucía;Construcción;2016T2;51,3
01 Andalucía;Construcción;2016T1;59,7
01 Andalucía;Construcción;2015T4;61,7
01 Andalucía;Construcción;2015T3;62,1
01 Andalucía;Construcción;2015T2;56,4
01 Andalucía;Construcción;2015T1;56,1
01 Andalucía;Construcción;2014T4;61,8
01 Andalucía;Construcción;2014T3;56,8
01 Andalucía;Construcción;2014T2;61,8
01 Andalucía;Construcción;2014T1;83,9
01 Andalucía;Construcción;2013T4;87,1
01 Andalucía;Construcción;2013T3;81,6
01 Andalucía;Construcción;2013T2;80,4
01 Andalucía;Construcción;2013T1;87,4
01 Andalucía;Construcción;2012T4;85,1
01 Andalucía;Construcción;2012T3;104,3
01 Andalucía;Construcción;2012T2;107,5
01 Andalucía;Construcción;2012T1;105,8
01 Andalucía;Construcción;2011T4;98,3
01 Andalucía;Construcción;2011T3;113,3
01 Andalucía;Construcción;2011T2;100,4
01 Andalucía;Construcción;2011T1;111,5
01 Andalucía;Construcción;2010T4;118,3
01 Andalucía;Construcción;2010T3;117,9
01 Andalucía;Construcción;2010T2;122
01 Andalucía;Construcción;2010T1;152,5
01 Andalucía;Construcción;2009T4;138,8
01 Andalucía;Construcción;2009T3;148,3
01 Andalucía;Construcción;2009T2;166,2
01 Andalucía;Construcción;2009T1;185,5
01 Andalucía;Construcción;2008T4;166,6
01 Andalucía;Construcción;2008T3;115,1
01 Andalucía;Construcción;2008T2;99,3
01 Andalucía;Construcción;2008T1;83,5
01 Andalucía;Servicios;2024T4;239,9
01 Andalucía;Servicios;2024T3;226,8
01 Andalucía;Servicios;2024T2;229,1
01 Andalucía;Servicios;2024T1;288,4
01 Andalucía;Servicios;2023T4;286
01 Andalucía;Servicios;2023T3;289,9
01 Andalucía;Servicios;2023T2;279,2
01 Andalucía;Servicios;2023T1;292,4
01 Andalucía;Servicios;2022T4;280
01 Andalucía;Servicios;2022T3;254,4
01 Andalucía;Servicios;2022T2;247,6
01 Andalucía;Servicios;2022T1;255,8
01 Andalucía;Servicios;2021T4;263,7
01 Andalucía;Servicios;2021T3;280,1
01 Andalucía;Servicios;2021T2;233,8
01 Andalucía;Servicios;2021T1;303,1
01 Andalucía;Servicios;2020T4;337,5
01 Andalucía;Servicios;2020T3;366,2
01 Andalucía;Servicios;2020T2;327,1
01 Andalucía;Servicios;2020T1;309,3
01 Andalucía;Servicios;2019T4;282,7
01 Andalucía;Servicios;2019T3;291,2
01 Andalucía;Servicios;2019T2;277,6
01 Andalucía;Servicios;2019T1;282,3
01 Andalucía;Servicios;2018T4;289,4
01 Andalucía;Servicios;2018T3;266
01 Andalucía;Servicios;2018T2;272,1
01 Andalucía;Servicios;2018T1;311,9
01 Andalucía;Servicios;2017T4;304,8
01 Andalucía;Servicios;2017T3;294,8
01 Andalucía;Servicios;2017T2;301,1
01 Andalucía;Servicios;2017T1;342,6
01 Andalucía;Servicios;2016T4;350
01 Andalucía;Servicios;2016T3;323,7
01 Andalucía;Servicios;2016T2;332
01 Andalucía;Servicios;2016T1;348,5
01 Andalucía;Servicios;2015T4;344
01 Andalucía;Servicios;2015T3;363,4
01 Andalucía;Servicios;2015T2;341
01 Andalucía;Servicios;2015T1;389,6
01 Andalucía;Servicios;2014T4;382,9
01 Andalucía;Servicios;2014T3;367,6
01 Andalucía;Servicios;2014T2;360,5
01 Andalucía;Servicios;2014T1;366,8
01 Andalucía;Servicios;2013T4;394,4
01 Andalucía;Servicios;2013T3;370,7
01 Andalucía;Servicios;2013T2;378,3
01 Andalucía;Servicios;2013T1;412
01 Andalucía;Servicios;2012T4;415,6
01 Andalucía;Servicios;2012T3;369,9
01 Andalucía;Servicios;2012T2;376,2
01 Andalucía;Servicios;2012T1;396,5
01 Andalucía;Servicios;2011T4;372,5
01 Andalucía;Servicios;2011T3;341
01 Andalucía;Servicios;2011T2;325,4
01 Andalucía;Servicios;2011T1;340,3
01 Andalucía;Servicios;2010T4;322,6
01 Andalucía;Servicios;2010T3;316,8
01 Andalucía;Servicios;2010T2;321,8
01 Andalucía;Servicios;2010T1;329,7
01 Andalucía;Servicios;2009T4;306,3
01 Andalucía;Servicios;2009T3;297,4
01 Andalucía;Servicios;2009T2;308,9
01 Andalucía;Servicios;2009T1;311,9
01 Andalucía;Servicios;2008T4;265,2
01 Andalucía;Servicios;2008T3;225,8
01 Andalucía;Servicios;2008T2;213,1
01 Andalucía;Servicios;2008T1;194,4
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;305,9
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;320,8
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;334,1
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;317,2
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;335,6
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;347,4
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;343,2
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;335,5
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;359,5
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;379,8
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;378,4
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;394,4
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;419,8
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;448,5
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;479,2
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;424,1
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;405,9
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;365,9
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T2;289,9
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T1;375,5
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T4;368,3
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T3;384,7
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T2;378,8
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T1;385,1
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T4;395,7
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T3;444,2
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T2;473,8
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T1;489,8
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T4;480,2
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T3;493,3
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T2;500,7
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T1;547
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T4;554,9
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T3;572,8
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T2;593,9
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T1;604,9
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T4;635,4
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T3;673,6
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T2;690,4
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T1;717,6
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T4;758,4
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T3;782,6
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T2;790,5
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T1;788,8
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T4;804,5
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T3;785,9
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T2;794,5
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T1;778,1
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T4;755
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T3;728,6
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T2;673,8
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T1;638,3
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T4;624
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T3;576,2
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T2;551,3
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T1;551
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T4;525,5
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T3;508,8
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T2;481,3
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T1;458,7
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T4;428,7
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T3;360,6
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T2;342,6
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T1;304
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T4;274,9
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T3;232,5
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T2;197,8
01 Andalucía;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T1;194,9
02 Aragón;Total;2024T4;51,5
02 Aragón;Total;2024T3;58,7
02 Aragón;Total;2024T2;55,8
02 Aragón;Total;2024T1;53,9
02 Aragón;Total;2023T4;55,2
02 Aragón;Total;2023T3;53,1
02 Aragón;Total;2023T2;58,8
02 Aragón;Total;2023T1;62,3
02 Aragón;Total;2022T4;63,6
02 Aragón;Total;2022T3;62,1
02 Aragón;Total;2022T2;61,9
02 Aragón;Total;2022T1;67,9
02 Aragón;Total;2021T4;60,7
02 Aragón;Total;2021T3;59,2
02 Aragón;Total;2021T2;71,1
02 Aragón;Total;2021T1;80,2
02 Aragón;Total;2020T4;81,1
02 Aragón;Total;2020T3;76,6
02 Aragón;Total;2020T2;75
02 Aragón;Total;2020T1;69,3
02 Aragón;Total;2019T4;65,2
02 Aragón;Total;2019T3;63,9
02 Aragón;Total;2019T2;65,1
02 Aragón;Total;2019T1;67,8
02 Aragón;Total;2018T4;72,1
02 Aragón;Total;2018T3;63,6
02 Aragón;Total;2018T2;63,9
02 Aragón;Total;2018T1;73,5
02 Aragón;Total;2017T4;72,6
02 Aragón;Total;2017T3;66,9
02 Aragón;Total;2017T2;73,2
02 Aragón;Total;2017T1;85,7
02 Aragón;Total;2016T4;87,8
02 Aragón;Total;2016T3;96,9
02 Aragón;Total;2016T2;99,5
02 Aragón;Total;2016T1;98,9
02 Aragón;Total;2015T4;93,7
02 Aragón;Total;2015T3;97
02 Aragón;Total;2015T2;110,8
02 Aragón;Total;2015T1;119,7
02 Aragón;Total;2014T4;120,7
02 Aragón;Total;2014T3;119,7
02 Aragón;Total;2014T2;136,3
02 Aragón;Total;2014T1;148,4
02 Aragón;Total;2013T4;133,7
02 Aragón;Total;2013T3;133,8
02 Aragón;Total;2013T2;144,4
02 Aragón;Total;2013T1;148,7
02 Aragón;Total;2012T4;126,1
02 Aragón;Total;2012T3;127,1
02 Aragón;Total;2012T2;126
02 Aragón;Total;2012T1;122,2
02 Aragón;Total;2011T4;111,7
02 Aragón;Total;2011T3;106
02 Aragón;Total;2011T2;116,8
02 Aragón;Total;2011T1;118,7
02 Aragón;Total;2010T4;107,2
02 Aragón;Total;2010T3;90,4
02 Aragón;Total;2010T2;96
02 Aragón;Total;2010T1;102,2
02 Aragón;Total;2009T4;90,9
02 Aragón;Total;2009T3;81,7
02 Aragón;Total;2009T2;88,4
02 Aragón;Total;2009T1;89,8
02 Aragón;Total;2008T4;66
02 Aragón;Total;2008T3;43,3
02 Aragón;Total;2008T2;46,9
02 Aragón;Total;2008T1;40,7
02 Aragón;Agricultura;2024T4;4
02 Aragón;Agricultura;2024T3;0,6
02 Aragón;Agricultura;2024T2;3,4
02 Aragón;Agricultura;2024T1;4,2
02 Aragón;Agricultura;2023T4;3
02 Aragón;Agricultura;2023T3;2,2
02 Aragón;Agricultura;2023T2;0,9
02 Aragón;Agricultura;2023T1;4
02 Aragón;Agricultura;2022T4;2,9
02 Aragón;Agricultura;2022T3;4,7
02 Aragón;Agricultura;2022T2;3,4
02 Aragón;Agricultura;2022T1;5,1
02 Aragón;Agricultura;2021T4;2
02 Aragón;Agricultura;2021T3;2
02 Aragón;Agricultura;2021T2;2,7
02 Aragón;Agricultura;2021T1;3,8
02 Aragón;Agricultura;2020T4;5,4
02 Aragón;Agricultura;2020T3;2,4
02 Aragón;Agricultura;2020T2;1
02 Aragón;Agricultura;2020T1;3,2
02 Aragón;Agricultura;2019T4;2,4
02 Aragón;Agricultura;2019T3;3,3
02 Aragón;Agricultura;2019T2;3,4
02 Aragón;Agricultura;2019T1;3,5
02 Aragón;Agricultura;2018T4;4
02 Aragón;Agricultura;2018T3;3,4
02 Aragón;Agricultura;2018T2;5,2
02 Aragón;Agricultura;2018T1;4,3
02 Aragón;Agricultura;2017T4;3,1
02 Aragón;Agricultura;2017T3;2,7
02 Aragón;Agricultura;2017T2;1,3
02 Aragón;Agricultura;2017T1;6,3
02 Aragón;Agricultura;2016T4;5,6
02 Aragón;Agricultura;2016T3;3,2
02 Aragón;Agricultura;2016T2;3
02 Aragón;Agricultura;2016T1;6,3
02 Aragón;Agricultura;2015T4;5,7
02 Aragón;Agricultura;2015T3;5,8
02 Aragón;Agricultura;2015T2;6,6
02 Aragón;Agricultura;2015T1;7,7
02 Aragón;Agricultura;2014T4;8,5
02 Aragón;Agricultura;2014T3;5
02 Aragón;Agricultura;2014T2;5,7
02 Aragón;Agricultura;2014T1;5,9
02 Aragón;Agricultura;2013T4;6,5
02 Aragón;Agricultura;2013T3;7,1
02 Aragón;Agricultura;2013T2;5,6
02 Aragón;Agricultura;2013T1;8
02 Aragón;Agricultura;2012T4;5,4
02 Aragón;Agricultura;2012T3;4,9
02 Aragón;Agricultura;2012T2;4,6
02 Aragón;Agricultura;2012T1;5,2
02 Aragón;Agricultura;2011T4;4,7
02 Aragón;Agricultura;2011T3;2,5
02 Aragón;Agricultura;2011T2;2,6
